ID,月,"発生
時間",災害状況,業種(大分類)コード,業種(大分類),業種(中分類)コード,業種(中分類),業種(小分類)コード,業種(小分類),事故の型
589,5,10～11,製造した漬け物を計量し袋詰するための動力機械のうち、当該機械の上部にある計量装置に漬け物を動力で上げるためのバケットの可動範囲内に立ち入った被災者が、下降中のバケットに上半身がはさまれ窒息により死亡した。 ,1,製造業,101,食料品製造業,10103,農業保存食料品製造業,はさまれ、巻き込まれ
590,5,8～9,鉄骨造建物の新築工事現場で行っていた鉄骨建方作業において、高さ９．４メートルの鉄骨上で、相番者１名と鉄骨梁の取付作業をしていた被災者に、移動式クレーンで吊られた状態の鉄骨梁（重量４．２トン）が激突し、被災者が頸髄損傷で死亡した。　 ,3,建設業,302,建築工事業,30209,その他の建築工事業,激突され
591,5,4～5,イベント会場の設営を請け負った当該事業場の労働者５人で会社所有の乗用車に同乗し、自動車道を走行中、トンネル内において、当該乗用車の後輪が脱輪又はパンクし、操舵が不能となり、トンネル内の左側の側壁に衝突した後、再び右側の側壁に衝突し、この衝撃で、乗用車が大破し、後部座席に同乗していた労働者が頭などを強く打ち死亡した。 ,17,その他の事業,1702,その他の事業,170209,その他の事業－その他,交通事故（道路）
592,5,4～5,被災者は４ｔトラックを運転し、配送終了後、自動車道を利用し荷主側の配送センターに戻る途中、上りのパーキングエリアに進入した際、入口付近の路側帯に駐車していた大型トラックに追突し、被災した。 ,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,交通事故（道路）
593,5,10～11,被災者他２名で設備の撤去工事中、パレットリフター（製造ラインから流れてきた製品を上下する機械）を撤去するため、パレットリフター下部の空間（ピット内）に被災者が入り、昇降用モーターのチェーンを溶断していたところ、パレットリフターが下降し、被災者が同機械の隙間に挟まれ死亡した。 ,3,建設業,303,その他の建設業,30309,その他の建設業－その他,飛来、落下
594,5,8～9,被災者が、建設現場に仮設足場材の納品に赴き、移動式クレーンの荷台上で、移動式クレーンの操作を行いながら、荷下ろし作業を行っていた。移動式クレーン操作中に、吊り荷に背を向ける形で現場労働者と話しをしていたところ、荷振れを起こした吊り荷が被災者の背中に当たり、被災者が地面に墜落した。被災者はその後、入院中に病院で容態が急変し２ヶ月後に死亡した。 ,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,墜落、転落
595,5,0～1,被災者は、大手取引先からのクレーム、日常業務における部下などからの苦情処理が発生し、これへの対応を余儀なくされたという業務上のストレスを原因として、精神障害を発症し、自殺した。 ,1,製造業,108,化学工業,10805,プラスチック製品製造業,その他
596,5,16～17,２階建て木造建築住宅の建築工事において、被災者が東面は壁材、床面は根太材しか無い状態であった２階のバルコニーを通り、東面笠木の下を潜って外部足場に移動しようとしたところ、誤って笠木に頭をぶつけ、床面の根太材同士の隙間から１階床面（高さ２９０ｃｍ）に墜落した。 ,3,建設業,302,建築工事業,30202,木造家屋建築工事業,墜落、転落
597,5,8～9,片側１車線の対面通行区間において、労働者１名が搭乗するライトバンがセンターラインを超え、対向車線のトラッククレーン（事業主及び労働者２名が搭乗）と衝突した。ライトバンの１名が死亡し、トラッククレーンの３名が負傷した。 ,3,建設業,301,土木工事業,30106,道路建設工事業,交通事故（道路）
598,5,14～15,船舶に取り付けられた温水加熱器について、容器（タンク）の側板の外周が腐食し、そこから水漏れしていたので、溶接にて補修する必要があった。溶接前の準備作業として、容器内に残っていた水を排出するため、圧縮空気（約０．４７ＭＰａ）を挿入して、容器内の水を排出中に、突然、側板が破裂し、側板の前方で排出状況を確認していた被災者の頭部に激突した。 ,1,製造業,115,輸送用機械等製造業,11501,造船業,破裂
599,5,12～13,トラクター・ショベルを使用したハッチ（子牛を飼育する木製の小屋）の移動作業において、トラクター・ショベルのバケットを上げ、ハッチをバケットから吊り下げた状態で走行していたところ、タイヤが何かに乗り上げた感触があり、運転者はトラクター・ショベルを停めて、運転席から降りトラクター・ショベルの左側を見ると被災者が倒れているのを発見した。 ,7,畜産・水産業,701,畜産業,70101,畜産業,はさまれ、巻き込まれ
600,5,10～11,被災者は、テナントビルの管理人業務等を行う労働者である。当日は、天井裏にある空調設備のダイヤル設定（温度調整）を行うため、脚立（上から２段目の踏ざん、高さ１．１３ｍ）に乗り、天井の点検口に頭部を入れた体勢で作業していたところ、バランスを崩して仰向けに墜落し、後頭部を強打した。ヘルメットの着用なし。,15,清掃・と畜業,1501,清掃・と畜業,150101,ビルメンテナンス業,墜落、転落
601,5,16～17,現場周辺の木を伐採するため，チェーンソーを持った被災者らを搬器に載せクレーンで吊り上げた後，クレーンから遠方に到達させるために徐々にジブを倒していったところ，作業半径が約２８メートルに差し掛かった時点で突然ジブが縮み，そのため搬器が落下した。 ,3,建設業,303,その他の建設業,30309,その他の建設業－その他,墜落、転落
602,5,16～17,現場周辺の木を伐採するため，チェーンソーを持った被災者らを搬器に載せクレーンで吊り上げた後，クレーンから遠方に到達させるために徐々にジブを倒していったところ，作業半径が約２８メートルに差し掛かった時点で突然ジブが縮み，そのため搬器が落下した。 ,3,建設業,303,その他の建設業,30309,その他の建設業－その他,墜落、転落
